song_id,entry_date,exit_date,days_on_playlist,best_rank,worst_rank,avg_rank,peak_popularity,avg_popularity
0 confianza_rvfv,2025-06-02,2025-06-23,22,23,42,29.65,62,57.55
"1 de enero, puntacana_rels b",2025-04-28,2025-04-28,1,45,45,45.0,65,65.0
1000cosas_lola indigo & manuel turizo,2025-03-10,2025-11-13,249,3,44,20.428571428571427,81,76.17142857142858
100xciento_foreign teck & eladio carrion & de la ghetto,2025-04-30,2025-05-15,16,13,42,28.181818181818183,75,73.72727272727273
14 febreros_quevedo,2025-11-24,2025-11-27,4,9,16,13.5,68,65.75
2:00 am_sebastian yatra & bad gyal,2025-11-24,2025-11-27,4,31,47,39.5,64,60.0
2xll_jc reyes & yovngchimi & slayter,2025-07-12,2025-08-09,29,35,50,40.76923076923077,71,68.8076923076923
3 caídas_saiko,2025-04-28,2025-05-05,8,13,47,30.75,69,65.75
4 prez_cruz cafuné,2024-05-28,2024-05-29,2,35,46,40.5,56,54.5
4to 23_aitana,2025-07-07,2025-07-16,10,17,50,35.0,69,65.22222222222223
50 palos_feid,2024-12-02,2024-12-02,1,38,38,38.0,0,0.0
57_karol g & feid & dfzm,2025-11-10,2025-11-27,18,8,41,17.833333333333332,85,80.11111111111111
58_jhayco,2025-09-08,2025-09-18,11,35,49,44.0,68,65.0
69_nicky jam & feid,2024-05-21,2024-06-30,41,22,49,36.048780487804876,87,83.53658536585365
a 300_jc reyes & pedro calderon,2024-08-06,2025-01-05,153,15,50,29.06081081081081,78,76.50675675675676
a 300_jc reyes & pedro calderon & blacknife,2025-01-06,2025-04-24,109,11,34,20.72897196261682,79,77.46728971962617
a new star (2 0 2 4)_rels b,2025-05-09,2025-05-30,22,32,50,40.5625,76,75.375
acho pr_bad bunny,2024-10-14,2024-10-20,7,15,48,30.428571428571427,85,69.57142857142857
acróstico_shakira,2024-05-18,2024-07-09,53,1,50,18.339622641509433,92,90.84905660377359
adivino_myke towers,2025-08-24,2025-11-16,85,10,50,31.75294117647059,75,71.83529411764705
adivino_myke towers & bad bunny,2025-04-28,2025-08-23,118,1,28,9.818965517241379,90,87.77586206896552
akureyri_aitana & sebastian yatra,2025-04-28,2025-06-01,35,10,49,27.88235294117647,77,74.6470588235294
alakran_feid,2024-12-02,2024-12-05,4,24,48,39.333333333333336,73,47.0
alegría_tiago pzk,2025-09-28,2025-10-05,8,8,48,20.0,74,73.125
all i want for christmas is you_mariah carey,2024-12-03,2025-01-02,31,1,49,32.95,100,99.0
alucin_eugenio esquivel & grupo marca registrada & sebastian esquivel,2025-01-13,2025-04-05,83,21,49,39.48571428571429,91,89.45714285714286
amanece_anuel aa & haze,2024-05-25,2025-07-06,408,47,50,48.53333333333333,85,81.46666666666667
amaneció_quevedo,2025-11-24,2025-11-27,4,13,19,17.0,68,65.5
amar de nuevo_rauw alejandro,2025-11-17,2025-11-17,1,45,45,45.0,64,64.0
amargura_karol g,2024-05-26,2025-10-31,524,16,50,32.76470588235294,92,87.41176470588235
andando_morad,2024-05-18,2024-06-03,17,34,50,41.1764705882353,76,72.6470588235294
antes_rvfv & edu garcía,2024-05-18,2024-07-22,66,29,50,42.0,79,78.1896551724138
antidepresivos_saiko,2024-08-06,2024-12-19,136,13,50,29.779411764705884,79,77.04411764705883
apaga el cel_floyymenor,2025-08-10,2025-09-04,26,22,50,38.57142857142857,72,59.142857142857146
apaga el cel_floyymenor & lewis somes,2025-05-26,2025-08-09,76,7,48,18.76,87,82.92
apt._rosé & bruno mars,2025-10-23,2025-11-01,10,42,47,44.42857142857143,96,92.14285714285714
aqyne_aitana,2024-09-27,2024-09-29,3,40,41,40.333333333333336,73,72.33333333333333
arena y sal_omar montes & saiko & tunvao,2024-05-21,2025-01-20,245,3,48,20.024793388429753,86,80.00413223140495
arranca (feat. omega)_becky g & omega,2024-05-18,2024-07-25,69,38,50,44.21739130434783,86,84.55072463768116
asi es la vida_enrique iglesias & maria becerra,2024-11-22,2025-03-23,122,38,50,45.05882352941177,84,83.0
attitude (feat. charlie wilson & cash cobain)_don toliver,2025-06-21,2025-06-21,1,46,46,46.0,69,69.0
aunque llegue otro (feat. jay wheeler)_myke towers,2025-08-24,2025-08-24,1,23,23,23.0,0,0.0
ayer y hoy_mora,2024-08-30,2024-08-31,2,23,46,34.5,69,34.5
ayer_dellafuente,2025-06-16,2025-06-18,3,37,49,43.0,50,40.0
baby hello_rauw alejandro,2024-07-09,2025-04-19,285,3,50,23.279151943462896,79,77.19434628975264
baby hello_rauw alejandro & bizarrap,2024-06-25,2024-07-08,14,2,4,2.5714285714285716,89,83.57142857142857
baby nueva_bad bunny,2024-10-14,2024-10-28,15,12,47,31.666666666666668,90,80.86666666666666
bad boy_chris jedi & gaby music & dei v,2025-02-11,2025-03-10,28,16,45,25.17241379310345,78,73.51724137931035
badgyal_saiko,2025-04-28,2025-11-23,210,1,41,10.846153846153847,85,79.79807692307692
bailando bachata_chayanne,2025-05-13,2025-06-02,21,45,50,48.111111111111114,78,77.88888888888889
baja pa' acá_rauw alejandro,2025-11-17,2025-11-20,4,22,48,40.0,72,69.75
bandidona_saiko,2024-10-29,2024-11-10,13,20,49,32.23076923076923,74,68.61538461538461
bandit_don toliver,2025-06-21,2025-06-21,1,27,27,27.0,69,69.0
barro_duki,2025-10-20,2025-10-20,1,40,40,40.0,60,60.0
baticano_bad bunny,2024-10-14,2024-10-18,5,23,39,32.6,83,63.4
bby boo - remix_izaak & jhayco & anuel aa,2025-03-30,2025-07-23,116,5,41,18.043478260869566,86,82.62608695652175
beautiful things_benson boone,2025-03-13,2025-06-23,103,17,50,39.07692307692308,100,90.17582417582418
bendecido_eladio carrion,2025-01-21,2025-01-26,6,7,45,23.0,78,75.0
"besame (feat. tiago pzk, khea & neo pistea) - remix_bhavi & seven kayne & milo j",2025-04-24,2025-05-06,13,28,50,42.54545454545455,85,83.0909090909091
besitos bb 2.0_el perla & omar montes & saiko,2025-10-16,2025-10-31,16,9,47,28.09090909090909,67,64.63636363636364
beso prohibido_beny jr,2025-09-07,2025-09-07,1,49,49,49.0,64,64.0
beso_rosalía & rauw alejandro,2024-05-18,2024-10-06,142,4,49,21.929577464788732,96,93.90140845070422
besos (with kidd keo & neelo)_swaggglock & kidd keo & neelo,2024-09-14,2024-10-13,30,22,44,32.0,77,75.1
birds of a feather_billie eilish,2025-06-12,2025-06-13,2,49,49,49.0,92,92.0
boreal_saiko,2025-04-28,2025-05-01,4,22,44,35.5,65,62.5
brindis_duki,2025-11-03,2025-11-07,5,30,50,40.333333333333336,70,67.0
bubalu_feid,2024-09-30,2024-10-06,7,26,44,36.285714285714285,72,49.714285714285715
bubalu_feid & rema,2024-09-24,2024-09-29,6,21,41,30.666666666666668,77,61.333333333333336
buenas noches_quevedo,2025-11-24,2025-11-27,4,18,29,25.25,66,63.5
buenas_quevedo & saiko,2024-09-24,2025-03-12,170,1,48,20.294117647058822,87,82.60588235294118
buscando money_twenty six & tayson kryss,2025-02-02,2025-04-17,75,4,50,24.0,87,77.63513513513513
buscarte lejos_duki,2025-11-03,2025-11-09,7,28,49,37.57142857142857,72,68.0
caché_myke towers,2025-08-24,2025-08-24,1,47,47,47.0,0,0.0
cafe malibú_sech & mora & saiko,2024-07-23,2024-09-19,59,9,47,27.949152542372882,81,80.16949152542372
call me maybe_duki,2024-12-10,2024-12-10,1,50,50,50.0,65,65.0
cangrinaje_cruz cafuné,2024-05-28,2024-05-28,1,48,48,48.0,56,56.0
capri sun_b10 & kilvertz,2025-07-31,2025-08-14,15,34,50,41.142857142857146,70,66.28571428571429
carita triste_ana mena & emilia,2025-09-01,2025-11-23,84,9,49,30.011904761904763,78,75.26190476190476
cartera & tacos_myke towers,2024-11-25,2024-11-25,1,47,47,47.0,0,0.0
casanova_soolking & lola indigo & rvfv,2024-12-10,2025-05-29,171,1,50,18.437869822485208,84,79.25443786982248
caserio_yandel & saiko,2025-03-10,2025-03-10,1,41,41,41.0,59,59.0
caída del cielo <3_rels b,2025-04-28,2025-05-01,4,38,48,43.0,71,68.5
celine (with kidd keo)_ghost killer track & kidd keo,2025-10-03,2025-11-27,56,9,50,21.472727272727273,73,71.65454545454546
cha cha cha_käärijä,2024-05-18,2024-05-20,3,37,48,42.666666666666664,88,87.0
chapiadora.com_quevedo,2025-11-24,2025-11-27,4,8,17,14.0,68,66.0
chihiro_billie eilish,2025-05-19,2025-05-25,7,39,50,46.0,92,84.71428571428571
chorrito pa las animas_feid,2024-05-18,2024-06-14,28,32,48,38.892857142857146,91,91.0
chula_jc reyes,2024-12-28,2025-01-20,24,49,50,49.625,73,71.75
chulo pt.2_bad gyal & tokischa & young miko,2024-06-24,2024-10-13,112,22,50,35.85057471264368,91,87.17241379310344
cine 🚬_duki,2025-11-03,2025-11-03,1,42,42,42.0,61,61.0
classy 101_feid,2024-12-02,2025-01-17,47,16,50,41.285714285714285,84,75.21428571428571
classy 101_feid & young miko,2024-05-18,2024-12-01,198,7,48,20.579234972677597,97,94.68852459016394
clavaito_chanel & abraham mateo,2024-05-18,2025-01-04,232,6,50,17.065359477124183,85,81.85620915032679
coco chanel_eladio carrion,2024-05-18,2024-09-29,135,16,50,29.921259842519685,93,91.19685039370079
coco loco_maluma,2024-07-01,2024-11-26,149,9,50,22.36283185840708,88,78.1858407079646
cohete_shakira,2025-03-24,2025-03-30,7,21,50,41.333333333333336,75,60.5
colmillo_tainy,2024-10-19,2024-11-14,27,18,48,35.666666666666664,78,72.66666666666667
columbia_quevedo,2024-07-08,2025-11-02,483,1,50,19.584051724137932,97,89.28879310344827
cometa halley_saiko,2025-04-28,2025-05-05,8,24,48,33.875,69,65.375
committed_rauw alejandro,2025-11-17,2025-11-17,1,29,29,29.0,66,66.0
como camarón_estopa,2024-11-29,2025-02-21,85,32,50,43.8,75,73.42857142857143
como suenan las estrellas_saiko,2025-04-28,2025-05-19,22,24,48,36.72727272727273,73,69.31818181818181
competencia_myke towers,2025-08-24,2025-08-25,2,19,49,34.0,61,30.5
comuna 3_jc reyes & the rude boyz,2025-05-16,2025-05-17,2,38,47,42.5,61,61.0
comuna 3_jc reyes & the rudeboyz,2025-05-18,2025-09-17,123,12,49,29.375,75,71.93333333333334
conexión_cano,2025-10-27,2025-11-14,19,27,50,41.142857142857146,58,51.714285714285715
conexión_cano & jc reyes,2025-10-25,2025-10-26,2,40,46,43.0,63,63.0
constelación_duki,2025-11-03,2025-11-10,8,26,43,30.875,70,65.375
constelación_duki & lia kali,2025-11-01,2025-11-02,2,29,50,39.5,62,60.0
contigo (with tiësto)_karol g & tiësto,2025-02-17,2025-03-24,36,13,50,26.114285714285714,90,88.0
copa vacía_shakira & manuel turizo,2024-07-02,2024-07-28,27,16,50,38.48148148148148,88,85.70370370370371
corazón roto - remix_brray & jhayco & ryan castro,2024-08-10,2024-09-13,35,26,49,36.84848484848485,87,86.72727272727273
corazón roto pt. 3_brray & anuel aa & chencho corleone,2024-09-13,2025-02-04,145,21,50,37.25,86,83.625
corazón vacío_maria becerra,2024-07-05,2024-10-13,101,19,50,37.0,90,88.58415841584159
corleone_saiko,2024-12-24,2025-01-15,23,21,49,42.25,69,60.35
corleone_saiko & yandel,2024-12-17,2024-12-23,7,16,32,22.714285714285715,70,66.85714285714286
cosa nuestra_rauw alejandro,2025-11-17,2025-11-18,2,16,44,30.0,70,68.5
cosas pendientes_maluma,2025-11-24,2025-11-27,4,37,48,42.5,73,68.5
cosas que no te dije_saiko,2024-08-16,2025-04-27,255,7,47,21.69685039370079,84,81.10629921259843
cosmeticos_myke towers,2024-11-25,2024-11-29,5,33,48,40.5,70,35.0
cruel summer_taylor swift,2025-06-01,2025-06-01,1,39,39,39.0,94,94.0
crush_sky rompiendo & dei v,2025-04-07,2025-08-23,139,15,47,28.496350364963504,78,75.75912408759125
cuando te vi | crossover #5_big one & maria becerra & trueno,2025-07-05,2025-10-28,116,11,49,26.44736842105263,83,78.3157894736842
cupido_engel montaz & kuv507 & latinnites music,2025-04-18,2025-06-05,49,22,50,37.06666666666667,77,76.46666666666667
cupido_tini,2024-05-18,2024-09-12,118,17,50,33.41904761904762,84,83.48571428571428
cybertruck_bad bunny,2024-10-14,2024-10-21,8,8,48,26.5,87,73.75
cómo te atreves_morat,2025-03-02,2025-03-02,1,45,45,45.0,78,78.0
córcega_mora,2024-08-30,2024-09-02,4,17,48,36.75,74,54.0
cúrame_rauw alejandro,2025-08-01,2025-08-16,16,41,48,44.53333333333333,84,83.13333333333334
dararí_aitana,2024-09-24,2024-09-29,6,13,48,27.5,70,62.166666666666664
de plastilina_lola indigo & pepe y vizio,2024-10-21,2024-10-22,2,40,50,45.0,32,16.0
degenere 👑 (feat. benny blanco)_myke towers,2025-10-20,2025-11-27,39,1,21,3.128205128205128,84,77.8974358974359
demo #5: nostalgia - spanglish version_flowgpt,2024-11-08,2024-11-09,2,12,20,16.0,45,42.0
deportivo_blessd & anuel aa,2025-11-16,2025-11-23,8,35,50,43.5,73,68.5
desataaa_ovy on the drums & myke towers & saiko,2025-03-17,2025-07-09,115,6,50,28.876106194690266,78,74.53097345132744
despechá_rosalía,2024-05-22,2025-01-02,226,39,50,47.01960784313726,86,84.54901960784314
después de la 1_cris mj & floyymenor,2025-09-19,2025-11-23,66,11,50,26.650793650793652,87,85.55555555555556
desquite_feid,2024-12-02,2024-12-02,1,39,39,39.0,0,0.0
detrás del dj_rels b,2025-04-28,2025-04-28,1,39,39,39.0,66,66.0
diabla_los diozes,2025-10-27,2025-11-20,25,17,50,29.56,70,67.48
diablita (feat. yovngchimi)_myke towers,2025-08-24,2025-09-04,12,34,49,41.55555555555556,70,60.22222222222222
diabólica_cris mj,2025-03-13,2025-08-19,160,14,50,30.28846153846154,80,76.90384615384616
diamonds_mora,2024-08-30,2024-09-02,4,18,45,34.75,74,53.75
dicelo_lianet rivero & lia & gatillo,2024-10-20,2024-10-23,4,24,32,28.25,66,58.0
die with a smile_lady gaga & bruno mars,2025-08-31,2025-11-23,85,29,50,40.854166666666664,100,99.77083333333333
diluvio_rauw alejandro,2024-10-21,2025-10-14,359,3,49,18.82010582010582,91,88.25396825396825
dinero y fama (feat. omar montes)_myke towers,2025-08-24,2025-08-24,1,40,40,40.0,0,0.0
dios #1_cruz cafuné,2024-05-28,2024-05-28,1,43,43,43.0,56,56.0
do it 4 th€ gram_cruz cafuné,2025-07-21,2025-07-21,1,34,34,34.0,54,54.0
doblexxó_j balvin,2025-08-10,2025-08-23,14,33,49,43.166666666666664,74,63.75
don't lie_duki,2024-06-25,2024-06-29,5,44,50,48.0,75,71.8
donde se aprende a querer?_mora,2024-08-30,2025-02-17,172,3,50,31.19736842105263,88,84.53289473684211
dubai_trueno & beny jr,2024-06-15,2024-06-22,8,47,50,49.0,77,75.75
duro de verdad pt.2_los sufridos,2025-09-20,2025-09-20,1,39,39,39.0,55,55.0
duro de verdad pt.2_los sufridos & bad gyal,2025-09-21,2025-11-27,68,1,28,6.514705882352941,77,74.97058823529412
duro_quevedo,2025-11-02,2025-11-27,26,1,26,11.384615384615385,76,72.5
déjame entrar_rauw alejandro,2025-07-25,2025-11-23,122,17,50,37.666666666666664,75,72.0
el chacal_mora,2024-08-30,2024-09-02,4,10,26,19.75,76,55.25
el cielo_sky rompiendo & feid & myke towers,2024-06-04,2025-03-09,279,2,50,26.415441176470587,94,87.96323529411765
el condenao_lola indigo,2024-12-17,2025-01-04,19,35,49,44.583333333333336,64,60.333333333333336
el conjuntito_el bobe & omar montes,2025-03-24,2025-09-23,184,1,50,17.294444444444444,81,75.63888888888889
el destello_juanjo bona & martin urrutia,2025-10-06,2025-10-06,1,36,36,36.0,57,57.0
el estribillo_quevedo,2025-11-24,2025-11-27,4,16,29,24.75,67,64.25
el fin del mundo_la la love you,2025-06-03,2025-11-23,174,37,50,46.42857142857143,70,68.01020408163265
el jefe_shakira & fuerza regida,2024-09-24,2024-10-03,10,31,48,39.3,85,80.8
el malo_eladio carrion,2025-01-21,2025-02-17,28,20,47,34.44444444444444,81,77.85185185185185
el mambo_kiko rivera,2024-10-04,2025-03-01,149,2,49,24.427586206896553,83,78.1655172413793
el merengue_marshmello,2024-11-04,2025-11-18,380,19,50,36.47634069400631,81,77.79179810725552
el merengue_marshmello & manuel turizo,2024-05-18,2024-11-03,170,5,40,13.005882352941176,92,90.71764705882353
el pantalon - rumbas_omar montes,2025-06-02,2025-09-12,103,2,50,23.455445544554454,72,67.9009900990099
el patio_pepe y vizio & delaossa & kiddo,2025-02-22,2025-08-27,187,8,50,28.61437908496732,78,73.91503267973856
el tonto_lola indigo,2024-05-18,2025-01-10,238,2,50,24.965853658536584,84,79.95121951219512
ella baila sola_eslabon armado,2024-05-18,2024-08-09,84,9,48,24.571428571428573,94,92.26190476190476
empelotica_lenny tavárez & feid,2025-02-25,2025-04-06,41,16,50,32.2972972972973,83,79.51351351351352
emrata_myke towers,2024-11-25,2024-11-25,1,46,46,46.0,0,0.0
en to lao_haze & jhayco,2024-06-15,2024-07-01,17,45,50,48.27272727272727,79,75.0909090909091
enamórate_nicki nicole & bad gyal,2024-11-16,2024-12-01,16,31,46,37.666666666666664,76,70.46666666666667
eroticaaaaaaa_gonzy,2025-10-13,2025-10-31,19,38,50,45.4,62,58.13333333333333
es un secreto_plan b,2025-06-22,2025-07-04,13,37,48,41.53846153846154,84,82.3076923076923
escriurem_chiara oliver & martin urrutia,2025-01-25,2025-01-25,1,47,47,47.0,56,56.0
eskeleto_saiko,2025-04-28,2025-10-23,179,11,50,36.15929203539823,75,71.96460176991151
espectacular_sky rompiendo & rauw alejandro,2025-04-25,2025-04-27,3,49,50,49.5,76,74.5
espresso martini_rauw alejandro,2025-11-17,2025-11-21,5,21,47,35.2,74,71.2
espresso_sabrina carpenter,2025-06-09,2025-07-03,25,39,50,44.416666666666664,99,96.29166666666667
europapa_joost,2025-05-14,2025-05-18,5,33,46,40.6,86,84.2
eva longoria_ozuna,2024-08-12,2024-11-24,105,8,50,25.622222222222224,81,78.96666666666667
extasisssssss_saiko,2024-12-20,2025-01-31,43,18,49,33.93023255813954,75,66.53488372093024
falsos recuerdos_abraham mateo & omar montes,2025-02-01,2025-02-25,25,32,50,40.916666666666664,75,71.83333333333333
fantasías_mora,2024-08-30,2024-09-04,6,9,50,26.666666666666668,78,63.333333333333336
fardos_jc reyes & de la ghetto,2025-02-18,2025-07-30,163,1,50,14.77639751552795,82,76.98136645962732
fecha - intro extended_renzo pianciola,2025-04-19,2025-04-20,2,46,47,46.5,15,7.5
fecha_feid & yandel,2025-04-14,2025-04-18,5,39,50,46.8,76,72.4
feliz navidad_josé feliciano,2024-12-25,2024-12-27,3,5,14,11.0,88,88.0
feliz navidad_saiko,2024-12-19,2024-12-20,2,36,46,41.0,58,56.5
ferxxo 151_feid,2024-09-30,2024-11-06,38,17,50,37.65,74,63.2
ferxxo 151_feid & icon,2024-08-26,2024-09-29,35,9,48,35.4,83,78.88571428571429
ferxxo 30_feid,2024-10-07,2024-10-13,7,32,50,41.0,76,38.0
ferxxo edition_feid,2024-09-30,2024-10-01,2,43,43,43.0,0,0.0
figo_dellafuente & morad,2024-12-02,2024-12-02,1,44,44,44.0,0,0.0
fina_bad bunny,2024-10-14,2024-11-18,36,4,49,25.72222222222222,93,89.0
finales de agosto_saiko,2025-04-28,2025-04-29,2,40,45,42.5,60,58.5
flow violento - remix_yosoyplex & ruven,2024-05-30,2024-06-20,22,46,50,47.875,76,75.375
flowers_miley cyrus,2024-05-18,2024-06-06,20,44,50,46.55555555555556,91,91.0
"flowhot (feat. arcángel, de la ghetto, randy)_the academy: segunda misión & sech & dalex",2025-03-31,2025-03-31,1,32,32,32.0,53,53.0
fortnight (feat. post malone)_taylor swift,2025-04-21,2025-04-30,10,24,48,33.666666666666664,94,89.77777777777777
fosforito_dellafuente,2025-06-16,2025-06-16,1,46,46,46.0,29,29.0
friki_gonzy,2025-05-10,2025-11-26,201,8,49,18.328282828282827,77,71.31818181818181
fruto_bizarrap & milo j,2024-10-07,2024-11-11,36,12,50,26.52777777777778,91,87.30555555555556
frío_myke towers,2025-08-24,2025-08-24,1,36,36,36.0,0,0.0
"fé, cojones y paciencia_eladio carrion",2025-01-21,2025-01-21,1,38,38,38.0,66,66.0
g-wa_zheus,2025-11-21,2025-11-27,7,39,48,42.8,63,60.0
gangster (pqfnedg)_ovy on the drums & quevedo & yandel,2024-10-21,2024-11-01,12,15,50,34.833333333333336,78,65.41666666666667
gangsters y pistolas_feid,2024-09-30,2024-10-01,2,25,25,25.0,0,0.0
gata only (mashup)_dj agus lima,2025-05-09,2025-05-10,2,5,5,5.0,48,24.0
gata only_floyymenor,2025-08-10,2025-10-14,66,15,50,37.70909090909091,80,75.03636363636363
gata only_floyymenor & cris mj,2025-02-24,2025-08-09,167,2,41,6.748466257668712,98,95.20858895705521
gatita gangster_karol g,2024-09-13,2024-11-24,73,30,50,41.888888888888886,81,78.63492063492063
gatitas sandungueras vol.1_alvaro diaz,2025-05-19,2025-07-03,46,12,48,23.52173913043478,83,77.8913043478261
gitana (feat. bryartz)_pablo chill-e,2025-05-03,2025-06-17,46,15,50,27.466666666666665,83,80.77777777777777
goteras_omar montes & jc reyes,2025-06-30,2025-11-23,147,1,49,12.8,81,76.66896551724138
gracias por nada_bad bunny,2024-10-14,2024-10-20,7,11,47,28.428571428571427,86,71.0
gran día_mau y ricky & guaynaa,2025-05-16,2025-06-01,17,17,50,37.92307692307692,72,67.84615384615384
gran vía_quevedo,2025-11-24,2025-11-27,4,1,1,1.0,72,69.5
guay_ozuna & bad gyal,2025-04-21,2025-07-20,91,7,47,21.57777777777778,79,76.03333333333333
hablame claro_yandel,2025-10-13,2025-10-13,1,47,47,47.0,45,45.0
hablame claro_yandel & feid,2025-09-16,2025-10-12,27,5,49,23.62962962962963,84,81.14814814814815
hala madrid ...y nada más_real madrid,2025-06-03,2025-06-03,1,43,43,43.0,60,60.0
halo_quevedo,2025-11-24,2025-11-27,4,7,8,7.5,69,66.5
hardaway_duki,2025-11-03,2025-11-03,1,35,35,35.0,62,62.0
hasta olvidarte_mau y ricky,2025-06-03,2025-06-08,6,23,34,29.166666666666668,71,68.83333333333333
hay lupita_lomiiel,2025-07-12,2025-10-29,110,2,49,17.776699029126213,85,83.11650485436893
hay lupita_megan koffe,2025-06-28,2025-07-10,13,30,43,35.07692307692308,64,60.69230769230769
haz lo que quieras conmigo_walls,2025-09-22,2025-10-19,28,33,50,44.15,68,65.8
headshot_anuel aa,2025-09-22,2025-09-22,1,29,29,29.0,61,61.0
heavy is the crown_linkin park,2025-09-27,2025-09-27,1,49,49,49.0,78,78.0
heavyweight_eladio carrion,2025-05-04,2025-05-04,1,49,49,49.0,62,62.0
hermosa casualidad_sen senra & aitana,2025-06-02,2025-06-09,8,39,50,43.666666666666664,61,55.833333333333336
hey bb_saiko,2025-04-28,2025-05-02,5,26,44,36.2,65,63.0
hey lil mama_eladio carrion,2025-01-21,2025-04-13,83,8,50,28.189873417721518,86,82.87341772151899
hey mor_ozuna,2024-05-18,2024-09-12,118,30,50,40.01030927835052,92,90.79381443298969
hibiki_bad bunny,2024-10-14,2024-12-01,49,2,49,21.6734693877551,92,88.28571428571429
historias por contar_operación triunfo 2023,2025-02-22,2025-02-24,3,28,50,39.0,57,57.0
holanda_jhayco,2024-08-04,2025-03-12,221,3,50,21.995454545454546,93,88.44090909090909
holly jolly christmas_michael bublé,2024-12-25,2024-12-27,3,24,45,38.0,83,83.0
houdini_dua lipa,2024-11-11,2024-11-17,7,23,50,40.285714285714285,89,81.42857142857143
hoy_valentino merlo & the la planta,2025-09-29,2025-10-04,6,13,19,15.166666666666666,84,83.5
i can do it with a broken heart_taylor swift,2025-04-23,2025-04-23,1,50,50,50.0,82,82.0
i like the way you kiss me_artemas,2025-04-04,2025-05-02,29,19,50,32.904761904761905,100,97.85714285714286
ia_clarent,2025-10-20,2025-11-12,24,1,19,4.166666666666667,78,72.54166666666667
ia_clarent & mora,2025-11-13,2025-11-27,15,1,20,4.133333333333334,80,79.66666666666667
iguales_quevedo,2025-11-24,2025-11-27,4,3,4,3.5,71,68.75
il capo_rauw alejandro,2025-11-17,2025-11-17,1,38,38,38.0,65,65.0
imagínate_danny ocean & kapo,2025-11-15,2025-11-27,13,15,45,32.30769230769231,78,74.61538461538461
imperio_duki,2025-11-03,2025-11-23,21,15,49,28.94736842105263,76,72.10526315789474
it's beginning to look a lot like christmas_michael bublé,2024-12-25,2024-12-27,3,16,28,24.0,87,87.0
it's the most wonderful time of the year_andy williams,2024-12-25,2024-12-27,3,12,24,20.0,79,79.0
"japoni (feat. camin, moncho chavea, jthyago & samueliyo baby)_oscar el ruso & samuel g & omar montes",2025-01-18,2025-06-17,151,26,50,37.71232876712329,77,73.38356164383562
jingle bell rock_bobby helms,2024-12-25,2024-12-27,3,10,20,16.666666666666668,94,94.0
k-pop_travis scott & bad bunny & the weeknd,2024-07-23,2024-08-05,14,21,50,33.857142857142854,93,79.57142857142857
kassandra_quevedo,2025-11-24,2025-11-27,4,2,2,2.0,72,69.5
khé?_rauw alejandro,2025-11-17,2025-11-27,11,8,25,14.090909090909092,83,77.27272727272727
ktm_jhayco & bryant myers & luar la l,2025-03-24,2025-03-28,5,16,50,41.25,70,51.25
la 125_quevedo,2025-11-24,2025-11-27,4,10,22,18.25,67,65.0
la baby_brytiago,2024-11-03,2024-12-02,30,3,50,31.3125,74,70.375
la baby_tainy,2024-07-02,2024-07-12,11,25,50,42.27272727272727,78,74.63636363636364
la bachata_manuel turizo,2024-05-18,2025-11-19,551,11,50,26.786641929499073,88,85.63636363636364
la bebe - remix_yng lvcas & peso pluma,2024-05-18,2024-08-29,104,10,49,27.39423076923077,100,98.36538461538461
la canción feliz del disco_eladio carrion,2025-01-21,2025-01-24,4,13,50,39.0,75,71.75
la capi_myke towers,2024-12-14,2025-09-25,286,13,50,30.128205128205128,81,76.16666666666667
la falda_myke towers,2024-11-25,2025-11-23,364,1,45,13.225626740947074,94,87.05292479108635
la fiesta_pedro capó,2024-05-18,2024-06-27,41,30,50,44.88235294117647,76,74.41176470588235
la gata bajo la lluvia_naiara,2025-01-25,2025-01-25,1,46,46,46.0,55,55.0
la inocente_mora,2024-05-30,2024-08-11,74,45,50,48.225806451612904,90,88.80645161290323
la jumpa_arcángel,2024-05-18,2024-06-23,37,36,48,42.027027027027025,87,87.0
la marina sta morena_figa flawas,2025-08-07,2025-10-15,70,19,49,30.27536231884058,73,71.21739130434783
la nena_lyanno & rauw alejandro,2025-04-21,2025-05-25,35,25,50,38.925925925925924,80,78.14814814814815
la noia_angelina mango,2025-05-14,2025-05-14,1,47,47,47.0,80,80.0
la ranger (feat. myke towers)_the academy: segunda misión & justin quiles & lenny tavárez,2025-03-31,2025-07-16,108,3,45,20.85981308411215,83,79.61682242990655
la raíz d€l mal_cruz cafuné,2025-07-21,2025-07-26,6,42,50,47.5,61,59.0
la reina_lola indigo,2025-06-16,2025-11-26,164,4,48,10.753086419753087,80,75.53086419753086
la rijana_saiko,2025-04-28,2025-04-29,2,41,47,44.0,60,58.5
la rizos [dime si le comento a la pura]_las 2k & chardo chardemio & melody records international,2025-08-25,2025-11-06,74,22,48,31.17391304347826,74,72.31884057971014
la roja baila - himno oficial de la selección española_sergio ramos & niña pastori & redone,2025-07-15,2025-07-16,2,9,9,9.0,58,57.0
la sevillana - sevillanas_omar montes,2025-05-05,2025-07-03,60,8,49,25.2,77,63.28333333333333
la sevillana_omar montes,2025-04-14,2025-05-04,21,3,19,7.9523809523809526,77,71.9047619047619
la torre picasso_arde bogotá,2025-09-15,2025-09-15,1,46,46,46.0,50,50.0
la vida sin ti_rels b,2025-04-28,2025-06-29,63,8,50,24.793650793650794,82,77.73015873015873
